,steam-LBS,startDay,endDay,RH-%,T-C,Tdew-C,pressure-mbar,solarRadiation-W/m2,windDirection,windSpeed-m/s,humidityRatio-kg/kg,coolingDegrees,heatingDegrees,dehumidification,occupancy
2015-10-17,10241.9791667,2015-10-17,2015-10-18,60.9621527778,9.00947916667,1.24809027778,1014.00104167,156.746527778,295.725694444,1.99652777778,0.00418529900336,0.127673611111,5.99052083333,0.0,0.5
2015-10-18,,2015-10-18,2015-10-19,50.984375,3.87232638889,-5.77524305556,1021.15729167,138.788194444,288.635416667,2.22118055556,0.00245830081723,0.0,11.1276736111,0.0,0.5
2015-10-19,22664.375,2015-10-19,2015-10-20,50.1236111111,4.36729166667,-5.80350694444,1025.31180556,174.107638889,279.003472222,1.96597222222,0.00242507854631,0.0,10.6327083333,0.0,1.0
2015-10-20,16336.5795898,2015-10-20,2015-10-21,50.3944444444,13.5216319444,3.26746527778,1018.29305556,84.78125,259.927083333,1.35555555556,0.00477954078926,2.61826388889,2.42375,0.0,1.0
2015-10-21,16037.7498372,2015-10-21,2015-10-22,73.8104166667,13.9464236111,9.14166666667,1023.12256944,55.8263888889,191.59375,0.935416666667,0.00713211145199,1.94642361111,1.06309027778,0.0,1.0
2015-10-22,,2015-10-22,2015-10-23,69.4708333333,17.6545833333,11.3910069444,1017.27118056,85.9409722222,230.545138889,1.59166666667,0.00830646448086,5.65458333333,0.542534722222,0.000134547881663,1.0
2015-10-23,,2015-10-23,2015-10-24,54.6993055556,9.46875,0.658993055556,1020.05868056,146.631944444,233.184027778,2.65694444444,0.00398967769516,0.232569444444,5.53993055556,0.0,1.0
2015-10-24,,2015-10-24,2015-10-25,72.1211805556,6.23194444444,1.57055555556,1026.47118056,44.4236111111,183.791666667,0.876388888889,0.00420765227348,0.0,8.76805555556,0.0,0.5
2015-10-25,14475.074056,2015-10-25,2015-10-26,78.309375,12.5828819444,8.85395833333,1016.45,47.6979166667,250.784722222,1.91597222222,0.00707968979425,1.34923611111,2.64309027778,1.25397889733e-05,0.5
2015-10-26,,2015-10-26,2015-10-27,58.0569444444,9.01774305556,0.896805555556,1026.74791667,159.604166667,238.15625,1.59965277778,0.00397049252312,0.225451388889,5.98225694444,0.0,1.0
2015-10-27,20425.004069,2015-10-27,2015-10-28,65.5135416667,7.92204861111,1.21347222222,1032.62083333,141.701388889,251.520833333,0.605555555556,0.00406211440469,0.404166666667,7.07795138889,0.0,1.0
2015-10-28,18599.7257487,2015-10-28,2015-10-29,85.6559027778,10.7040972222,8.34434027778,1024.14756944,51.4131944444,153.420138889,2.74861111111,0.00695400604026,0.809895833333,4.54003472222,0.000335522786906,1.0
2015-10-29,5334.28778754,2015-10-29,2015-10-30,67.8746527778,20.0248263889,12.8627430556,998.367708333,113.916666667,248.336805556,2.60208333333,0.0101549611049,8.02482638889,0.0271875,0.00262259753157,1.0
2015-10-30,,2015-10-30,2015-10-31,45.2881944444,11.9736805556,0.327638888889,1007.88368056,138.743055556,286.010416667,2.33090277778,0.0038993656676,1.12395833333,3.20708333333,0.0,1.0
2015-10-31,20901.1116536,2015-10-31,2015-11-01,53.1871527778,8.33899305556,-1.13975694444,1018.59652778,139.385416667,266.204861111,0.917361111111,0.00346440329528,0.228090277778,6.66100694444,0.0,0.5
2015-11-01,15910.6355794,2015-11-01,2015-11-02,73.4657986111,12.8537326389,8.22163194444,1010.76267361,40.6527777778,233.644097222,1.52309027778,0.00679428906769,1.56989583333,2.41567708333,0.0,0.5
2015-11-02,14825.3702799,2015-11-02,2015-11-03,59.8940972222,13.9968402778,6.03270833333,1014.57395833,119.125,271.03125,0.920486111111,0.00577103179239,2.31954861111,1.9596875,0.0,1.0
2015-11-03,,2015-11-03,2015-11-04,60.3548611111,14.8759375,6.50041666667,1018.28125,137.083333333,293.302083333,0.995138888889,0.00595234888757,4.26555555556,2.55729166667,0.0,1.0
2015-11-04,,2015-11-04,2015-11-05,68.0118055556,13.8101041667,7.82399305556,1025.07291667,133.135416667,167.913194444,1.05972222222,0.00646266958149,2.05784722222,1.79302083333,0.0,1.0
2015-11-05,7093.6328125,2015-11-05,2015-11-06,77.2184027778,17.9247222222,13.6181944444,1020.40590278,105.864583333,244.989583333,1.68090277778,0.00963617616444,5.95409722222,0.802430555556,0.00106213068245,1.0
2015-11-06,4702.28271484,2015-11-06,2015-11-07,81.5118055556,20.0784027778,16.7382291667,1010.171875,87.9756944444,247.892361111,2.17361111111,0.01181977094,8.07840277778,0.0,0.00295977093995,1.0
2015-11-07,10222.3950195,2015-11-07,2015-11-08,50.9486111111,14.7927777778,4.66034722222,1011.59027778,66.8541666667,317.020833333,2.61215277778,0.00532036776916,2.98201388889,1.05559027778,0.0,0.5
2015-11-08,,2015-11-08,2015-11-09,51.3972222222,9.79024305556,-0.174791666667,1022.34305556,134.5625,311.118055556,1.86979166667,0.00370177187985,0.270833333333,5.20975694444,0.0,0.5
2015-11-09,20477.9361979,2015-11-09,2015-11-10,54.1486111111,10.16875,0.759930555556,1026.48923611,133.493055556,258.329861111,0.855555555556,0.00392647552867,1.05861111111,5.05767361111,0.0,1.0
2015-11-10,,2015-11-10,2015-11-11,68.5791666667,9.74798611111,4.05802083333,1018.97743056,46.2152777778,153.138888889,1.16493055556,0.0050545032325,0.0371875,5.25201388889,0.0,1.0
2015-11-11,24314.0071615,2015-11-11,2015-11-12,93.6850694444,8.44538194444,7.49211805556,1009.32847222,16.1736111111,57.2326388889,1.80381944444,0.0064166309594,0.0,6.55461805556,0.0,0.6
2015-11-12,21995.7063802,2015-11-12,2015-11-13,91.8677083333,9.74513888889,8.49545138889,1006.52326389,14.6770833333,161.649305556,0.924305555556,0.00696705459078,0.245347222222,5.25486111111,3.8260447971e-05,0.983333333333
2015-11-13,20645.6315104,2015-11-13,2015-11-14,65.0194444444,11.6183680556,5.02302083333,997.514583333,93.1736111111,299.46875,2.87777777778,0.00559874154189,0.6515625,3.38635416667,0.0,1.0
2015-11-14,28159.3229167,2015-11-14,2015-11-15,55.0111111111,5.60503472222,-2.85684027778,1010.29270833,86.7430555556,316.024305556,3.15868055556,0.00309812238695,0.0,9.39496527778,0.0,0.5
2015-11-15,23782.6953125,2015-11-15,2015-11-16,59.003125,7.38166666667,-0.28625,1017.93854167,78.9444444444,281.618055556,1.23055555556,0.00370272036644,0.0,7.61833333333,0.0,0.5
2015-11-16,23286.2825521,2015-11-16,2015-11-17,49.5947916667,10.4685763889,-0.545555555556,1020.034375,101.541666667,233.496527778,2.08333333333,0.00373697248225,0.893993055556,4.72385416667,0.0,1.0
2015-11-17,34475.3710938,2015-11-17,2015-11-18,56.9940972222,4.52239583333,-3.47111111111,1032.11423611,122.631944444,130.326388889,1.00868055556,0.00287876176759,0.0,10.4776041667,0.0,1.0
2015-11-18,31049.3465169,2015-11-18,2015-11-19,70.9979166667,5.41899305556,0.2975,1032.38541667,117.538194444,206.489583333,0.904861111111,0.00380431704115,0.0,9.58100694444,0.0,1.0
2015-11-19,21600.6730143,2015-11-19,2015-11-20,80.8680555556,10.7045486111,7.54899305556,1023.70173611,37.0833333333,167.204861111,2.13472222222,0.00642717498484,0.565034722222,4.29545138889,0.0,1.0
2015-11-20,,2015-11-20,2015-11-21,68.9763888889,13.2334722222,7.06017361111,1015.06354167,92.4895833333,268.024305556,2.28611111111,0.00669335062512,2.05163194444,2.01149305556,0.000257873061192,1.0
2015-11-21,29790.0935872,2015-11-21,2015-11-22,57.4482638889,5.78739583333,-2.10284722222,1020.840625,99.6423611111,138.53125,1.35729166667,0.00321341875082,0.0,9.21260416667,0.0,0.5
2015-11-22,28590.6640625,2015-11-22,2015-11-23,85.3097222222,5.82024305556,3.53784722222,1011.01423611,17.1875,165.875,1.09444444444,0.00491384486853,0.0,9.17975694444,0.0,0.5
2015-11-23,,2015-11-23,2015-11-24,51.1076388889,2.93819444444,-6.96142361111,1011.83263889,113.347222222,244.142361111,2.87743055556,0.00242128895455,0.0,12.0618055556,0.0,1.0
2015-11-24,30444.7159831,2015-11-24,2015-11-25,47.7302083333,2.08815972222,-8.04284722222,1024.840625,109.427083333,298.951388889,1.23611111111,0.00204726521924,0.0,12.9118402778,0.0,1.0
2015-11-25,29350.9545898,2015-11-25,2015-11-26,63.2840277778,3.95246527778,-2.53329861111,1039.40902778,106.25,216.222222222,1.04791666667,0.00307528599794,0.0,11.0475347222,0.0,1.0
2015-11-26,,2015-11-26,2015-11-27,75.31875,10.1485069444,5.86243055556,1039.98715278,89.28125,203.506944444,2.04375,0.00566544241454,0.582604166667,4.85614583333,0.0,0.2
2015-11-27,14115.7275391,2015-11-27,2015-11-28,78.4378472222,14.2403819444,10.3569444444,1026.75277778,84.8472222222,237.628472222,2.12222222222,0.0076541193719,2.4271875,1.41694444444,0.0,0.2
2015-11-28,21515.0089518,2015-11-28,2015-11-29,83.2118055556,9.45222222222,6.63972222222,1019.36527778,11.5486111111,155.083333333,1.27986111111,0.00604851473266,0.634895833333,5.54777777778,0.0,0.2
2015-11-29,,2015-11-29,2015-11-30,64.3701388889,2.67364583333,-3.88395833333,1022.88090278,106.020833333,171.045138889,1.65173611111,0.00284137766649,0.0,12.3263541667,0.0,0.2
2015-11-30,35755.0651042,2015-11-30,2015-12-01,65.5145833333,0.815347222222,-4.93631944444,1029.43715278,57.5347222222,120.225694444,1.37881944444,0.00257833860462,0.0,14.1846527778,0.0,0.966666666667
2015-12-01,30961.6121419,2015-12-01,2015-12-02,80.2975694444,3.45899305556,0.328645833333,1023.09513889,31.4791666667,162.173611111,0.915277777778,0.00389131556702,0.0,11.5410069444,0.0,1.0
2015-12-02,25786.0054525,2015-12-02,2015-12-03,96.6954861111,6.57,6.08826388889,1008.44895833,15.9965277778,238.458333333,0.421527777778,0.0058920410607,0.0,8.43,0.0,1.0
2015-12-03,23843.0334473,2015-12-03,2015-12-04,76.4732638889,8.06142361111,3.89298611111,1005.22222222,60.7083333333,303.104166667,2.53541666667,0.00525118279254,0.0,6.93857638889,0.0,1.0
2015-12-04,,2015-12-04,2015-12-05,64.6375,5.96590277778,-0.288784722222,1025.47013889,92.7743055556,314.052083333,1.95,0.00364053103177,0.0,9.03409722222,0.0,1.0
2015-12-05,,2015-12-05,2015-12-06,68.3354166667,6.88395833333,1.21833333333,1033.91076389,98.9131944444,271.440972222,1.01284722222,0.00403453226443,0.0580208333333,8.11604166667,0.0,0.5
2015-12-06,23244.6051025,2015-12-06,2015-12-07,64.8472222222,7.67739583333,0.771111111111,1026.82013889,101.142361111,253.78125,0.703819444444,0.00393172150577,0.538611111111,7.39048611111,0.0,0.5
2015-12-07,,2015-12-07,2015-12-08,60.8222222222,8.19166666667,0.450902777778,1017.08298611,82.5590277778,216.034722222,0.903472222222,0.00389203678663,0.416909722222,6.82635416667,0.0,1.0
2015-12-08,,2015-12-08,2015-12-09,74.8847222222,4.64614583333,0.5671875,1018.0625,13.8819444444,69.90625,1.65277777778,0.00390891658718,0.0,10.3538541667,0.0,1.0
2015-12-09,25479.7593471,2015-12-09,2015-12-10,71.4427083333,5.84670138889,1.0590625,1018.89340278,44.2673611111,192.590277778,1.25590277778,0.00407197999296,0.0,9.15329861111,0.0,1.0
2015-12-10,18970.2514648,2015-12-10,2015-12-11,81.8329861111,10.8513888889,7.84458333333,1013.45381944,47.5798611111,197.913194444,1.12118055556,0.00657247743159,0.495243055556,4.14861111111,0.0,1.0
2015-12-11,,2015-12-11,2015-12-12,85.7427083333,11.1117361111,8.74003472222,1010.96666667,61.5138888889,233.295138889,1.01736111111,0.00699633084914,0.793506944444,3.88826388889,0.0,1.0
2015-12-12,,2015-12-12,2015-12-13,62.2524305556,12.3522569444,5.05253472222,1016.36770833,80.1944444444,277.163194444,1.00555555556,0.00539473853217,1.06020833333,2.82461805556,0.0,0.5
2015-12-13,19510.6445312,2015-12-13,2015-12-14,68.8381944444,10.1397222222,4.57392361111,1020.25034722,33.4930555556,107.96875,1.40798611111,0.00518150292031,0.0197222222222,4.86027777778,0.0,0.5
2015-12-14,21022.9663086,2015-12-14,2015-12-15,87.7486111111,9.66972222222,7.71309027778,1009.92326389,16.8298611111,135.684027778,0.954166666667,0.00659901697878,0.131493055556,5.33027777778,5.54625339786e-05,1.0
2015-12-15,17209.671224,2015-12-15,2015-12-16,76.1753472222,12.5760763889,8.14854166667,995.482986111,86.2326388889,286.076388889,2.73680555556,0.00703272532047,1.2921875,2.56697916667,0.000362907052452,1.0
2015-12-16,28841.711358,2015-12-16,2015-12-17,65.9649305556,5.86354166667,-0.0431597222222,1017.68888889,84.1423611111,119.791666667,1.96354166667,0.00373991821967,0.0,9.13645833333,0.0,1.0
2015-12-17,22694.9740262,2015-12-17,2015-12-18,88.0868055556,8.49684027778,6.61857638889,1012.12361111,11.5104166667,162.763888889,1.68090277778,0.00621448418392,0.0,6.50315972222,0.0,1.0
2015-12-18,25463.6885579,2015-12-18,2015-12-19,85.9878472222,7.91951388889,5.61225694444,1001.84722222,18.4583333333,274.590277778,1.68402777778,0.00584312064021,0.0,7.08048611111,0.0,0.1
2015-12-19,,2015-12-19,2015-12-20,47.1822916667,2.70104166667,-7.68840277778,1010.553125,86.3368055556,313.329861111,2.58888888889,0.002155763679,0.0,12.2989583333,0.0,0.1
2015-12-20,,2015-12-20,2015-12-21,51.5916666667,2.42503472222,-6.65847222222,1025.97673611,89.2222222222,276.756944444,0.902083333333,0.00226398992579,0.0,12.5749652778,0.0,0.1
2015-12-21,26873.2818604,2015-12-21,2015-12-22,60.5211805556,7.69805555556,0.439722222222,1020.02881944,44.3576388889,240.635416667,1.96423611111,0.00393714971817,0.0,7.30194444444,0.0,0.1
2015-12-22,18190.9998915,2015-12-22,2015-12-23,85.603125,12.6576041667,10.2522916667,1013.73229167,12.0590277778,239.326388889,0.859722222222,0.00782827580381,0.997395833333,2.37586805556,0.000246545164317,0.1
2015-12-23,20310.3607856,2015-12-23,2015-12-24,92.3684027778,10.6825347222,9.48173611111,1019.93055556,31.6145833333,183.548611111,1.52881944444,0.00726491942203,0.146041666667,4.31746527778,0.0,0.1
2015-12-24,12512.3404948,2015-12-24,2015-12-25,92.5701388889,15.0827083333,13.8245833333,1011.92534722,39.7916666667,258.767361111,0.817013888889,0.00995594934824,3.83114583333,2.03611111111,0.00160032379122,0.0
2015-12-25,14546.6666667,2015-12-25,2015-12-26,76.0253472222,15.0324305556,10.488125,1019.00104167,70.1354166667,238.152777778,0.454166666667,0.00783547729813,3.09756944444,0.939027777778,9.92985670227e-05,0.0
2015-12-26,21938.9624023,2015-12-26,2015-12-27,59.2986111111,8.86225694444,1.22239583333,1029.37465278,81.1527777778,105.78125,1.22465277778,0.00405371280269,0.0315972222222,6.13774305556,0.0,0.0
2015-12-27,23856.3818359,2015-12-27,2015-12-28,90.3770833333,7.72565972222,6.22434027778,1012.32430556,23.8020833333,174.107638889,1.37118055556,0.00591156092945,0.0,7.27434027778,0.0,0.0
2015-12-28,39972.979872,2015-12-28,2015-12-29,53.1888888889,0.1959375,-8.53350694444,1029.021875,93.5590277778,105.927083333,2.55590277778,0.00204393337728,0.0,14.8040625,0.0,0.0
2015-12-29,45208.6233181,2015-12-29,2015-12-30,94.1819444444,-0.622152777778,-1.51,1022.23125,10.6770833333,97.8298611111,2.96597222222,0.00341684065962,0.0,15.6221527778,0.0,0.0
2015-12-30,47776.0611979,2015-12-30,2015-12-31,94.6034722222,-2.30784722222,-3.06159722222,1024.33645833,16.3506944444,129.274305556,0.613888888889,0.00299310921971,0.0,17.3078472222,0.0,0.0
2015-12-31,36869.6028646,2015-12-31,2016-01-01,82.9694444444,3.90138888889,1.06517361111,1014.08368056,81.2465277778,278.315972222,1.10243055556,0.00408914167109,0.0,11.0986111111,0.0,0.0
2016-01-01,,2016-01-01,2016-01-02,63.1819444444,3.2278125,-3.13947916667,1011.70381944,39.3298611111,293.034722222,1.47256944444,0.00299708634576,0.0,11.7721875,0.0,0.0
2016-01-02,41238.0049642,2016-01-02,2016-01-03,56.2791666667,1.55548611111,-6.30003472222,1011.42951389,95.1423611111,293.520833333,2.06041666667,0.00235462465867,0.0,13.4445138889,0.0,0.0
2016-01-03,,2016-01-03,2016-01-04,59.6756944444,2.66180555556,-4.51791666667,1006.82395833,86.8784722222,273.697916667,1.62916666667,0.00271205908718,0.0,12.3381944444,0.0,0.0
2016-01-04,49425.2702501,2016-01-04,2016-01-05,64.8413194444,-3.96961805556,-9.64159722222,1015.24583333,36.2118055556,154.559027778,2.48333333333,0.00190403097236,0.0,18.9696180556,0.0,0.3
2016-01-05,,2016-01-05,2016-01-06,46.0642361111,-7.89614583333,-17.9352430556,1031.55034722,104.71875,200.784722222,1.809375,0.000905359147735,0.0,22.8961458333,0.0,0.3
2016-01-06,37376.3395182,2016-01-06,2016-01-07,32.3895833333,0.00472222222222,-15.5156944444,1028.92361111,106.145833333,256.038194444,1.08576388889,0.00111067246734,0.0,14.9952777778,0.0,0.3
2016-01-07,33880.0260417,2016-01-07,2016-01-08,43.3048611111,1.17100694444,-10.5019791667,1023.82916667,91.1701388889,192.954861111,0.735416666667,0.00170888119785,0.0,13.8289930556,0.0,0.3
2016-01-08,34312.9915365,2016-01-08,2016-01-09,78.7996527778,1.98052083333,-1.3175,1022.55798611,17.4305555556,103.479166667,1.684375,0.0034302992277,0.0,13.0194791667,0.0,0.3
2016-01-09,,2016-01-09,2016-01-10,88.503125,3.9975,2.23055555556,1022.01493056,20.9236111111,102.104166667,1.11770833333,0.00438374200074,0.0,11.0025,0.0,0.3
2016-01-10,22077.3339844,2016-01-10,2016-01-11,94.9503472222,10.1969791667,9.39309027778,1003.17118056,6.17013888889,164.493055556,2.49826388889,0.00753944138325,0.854131944444,4.85791666667,0.000323147119801,0.3
2016-01-11,38593.0326335,2016-01-11,2016-01-12,46.0569444444,0.775138888889,-9.81920138889,1006.40902778,105.510416667,321.315972222,3.70798611111,0.00199181100909,0.0,14.2248611111,0.0,0.3
2016-01-12,39055.3234863,2016-01-12,2016-01-13,59.5809027778,-0.8553125,-8.19336805556,1009.85208333,90.8125,226.579861111,1.46180555556,0.00221838225753,0.0,15.8553125,0.0,0.3
2016-01-13,46617.624349,2016-01-13,2016-01-14,52.4211805556,-3.26013888889,-12.065,1005.08402778,111.253472222,311.260416667,2.16493055556,0.00158861608306,0.0,18.2601388889,0.0,0.3
2016-01-14,,2016-01-14,2016-01-15,58.0197916667,-3.66270833333,-10.8349652778,1010.85902778,98.0138888889,279.888888889,1.15798611111,0.0016650340827,0.0,18.6627083333,0.0,0.3
2016-01-15,37594.4567871,2016-01-15,2016-01-16,71.1493055556,1.41104166667,-3.30173611111,1011.45763889,45.7465277778,162.885416667,1.39756944444,0.00306944883177,0.0,13.5889583333,0.0,0.3
2016-01-16,33636.2988281,2016-01-16,2016-01-17,91.9388888889,3.37027777778,2.16600694444,997.323611111,27.2916666667,181.517361111,1.51458333333,0.00447799815225,0.0,11.6297222222,0.0,0.3
2016-01-17,,2016-01-17,2016-01-18,70.0454861111,0.694236111111,-4.31920138889,1006.04513889,46.2395833333,172.267361111,1.27534722222,0.00277001830794,0.0,14.3057638889,0.0,0.3
2016-01-18,47626.1236572,2016-01-18,2016-01-19,64.1850694444,-3.64774305556,-10.1002777778,1001.45173611,103.409722222,299.732638889,3.39756944444,0.0019274455038,0.0,18.6477430556,0.0,0.1
2016-01-19,58117.5847807,2016-01-19,2016-01-20,49.2583333333,-6.74006944444,-15.6582986111,1005.771875,70.0555555556,318.815972222,4.51597222222,0.00112379908571,0.0,21.7400694444,0.0,0.291666666667
2016-01-20,,2016-01-20,2016-01-21,48.7072916667,-3.36951388889,-12.8552083333,1014.11875,112.121527778,325.381944444,3.08645833333,0.00140029061799,0.0,18.3695138889,0.0,0.3
2016-01-21,49298.2340495,2016-01-21,2016-01-22,46.7631944444,-2.94652777778,-12.9620138889,1015.46944444,119.479166667,282.059027778,2.87083333333,0.0013901531502,0.0,17.9465277778,0.0,0.3
2016-01-22,47843.7217204,2016-01-22,2016-01-23,47.4881944444,-3.82302083333,-13.4933680556,1019.99791667,107.527777778,210.357638889,2.40381944444,0.00132273434105,0.0,18.8230208333,0.0,0.3
2016-01-23,50244.5687527,2016-01-23,2016-01-24,77.1597222222,-3.8153125,-7.46520833333,1011.48333333,9.89583333333,55.3333333333,3.01354166667,0.00218651101247,0.0,18.8153125,0.0,0.3
2016-01-24,44987.6873101,2016-01-24,2016-01-25,48.1128472222,-1.87395833333,-12.3205208333,1009.70972222,122.871527778,145.340277778,1.65,0.00149878265509,0.0,16.8739583333,0.0,0.3
2016-01-25,42427.2294108,2016-01-25,2016-01-26,57.4017361111,0.405243055556,-7.22381944444,1021.371875,118.024305556,238.920138889,1.25798611111,0.00220365105546,0.0,14.5947569444,0.0,0.970833333333
2016-01-26,,2016-01-26,2016-01-27,69.2836805556,5.88229166667,0.518298611111,1013.27951389,77.9375,228.513888889,1.965625,0.00397728718372,0.0,9.11770833333,0.0,1.0
2016-01-27,,2016-01-27,2016-01-28,54.2881944444,5.10708333333,-3.50364583333,1012.36979167,79.90625,312.614583333,2.296875,0.00298522467156,0.0,9.89291666667,0.0,1.0
2016-01-28,31475.986735,2016-01-28,2016-01-29,59.9170138889,1.79840277778,-5.44180555556,1011.296875,128.892361111,229.739583333,1.1625,0.00256523562382,0.0,13.2015972222,0.0,1.0
2016-01-29,30595.6567383,2016-01-29,2016-01-30,79.9847222222,2.66020833333,-0.536145833333,997.094097222,48.4270833333,277.645833333,1.28229166667,0.00368760111666,0.0,12.3397916667,0.0,1.0
2016-01-30,31661.7220052,2016-01-30,2016-01-31,58.6934027778,2.65798611111,-4.85513888889,1010.88055556,114.371527778,277.170138889,2.42569444444,0.00263092950232,0.0,12.3420138889,0.0,0.5
2016-01-31,24143.6490885,2016-01-31,2016-02-01,52.4322916667,8.18305555556,-1.22131944444,1009.20416667,92.1979166667,240.350694444,1.79444444444,0.00348804777975,0.450590277778,6.81888888889,0.0,0.5
2016-02-01,,2016-02-01,2016-02-02,58.7,10.7189236111,2.3928125,1006.40347222,112.767361111,258.729166667,2.31701388889,0.0046157766244,1.12059027778,4.67142361111,0.0,1.0
2016-02-02,26212.6350911,2016-02-02,2016-02-03,48.4170138889,6.51319444444,-3.94798611111,1022.41979167,136.795138889,249.777777778,1.15451388889,0.00278690122352,0.0,8.48680555556,0.0,1.0
2016-02-03,,2016-02-03,2016-02-04,77.8447916667,8.72972222222,5.02854166667,1018.39618056,18.9375,198.430555556,2.89513888889,0.00576315917969,0.476736111111,6.27027777778,4.32894444812e-05,1.0
2016-02-04,18703.9420573,2016-02-04,2016-02-05,68.0618055556,12.1859722222,5.84486111111,1012.21840278,42.40625,253.53125,1.771875,0.00616550366737,1.10111111111,2.81402777778,4.89822047341e-05,1.0
2016-02-05,,2016-02-05,2016-02-06,91.0638888889,-0.00833333333333,-1.40541666667,1016.03506944,4.36805555556,208.927083333,0.426736111111,0.00341623949488,0.0,15.0083333333,0.0,1.0
2016-02-06,37346.8601888,2016-02-06,2016-02-07,80.2590277778,-1.44118055556,-4.46916666667,1024.26423611,120.583333333,283.420138889,0.822222222222,0.00270437112009,0.0,16.4411805556,0.0,0.5
2016-02-07,34803.7809245,2016-02-07,2016-02-08,68.4003472222,2.84614583333,-2.71017361111,1018.56527778,141.857638889,191.118055556,1.35243055556,0.00307496269228,0.0,12.1538541667,0.0,0.5
2016-02-08,51688.9847819,2016-02-08,2016-02-09,84.8767361111,-4.13052083333,-6.43625,1008.38263889,23.0520833333,49.8472222222,3.49236111111,0.00237041260127,0.0,19.1305208333,0.0,1.0
2016-02-09,,2016-02-09,2016-02-10,80.0482638889,-4.02861111111,-7.06149305556,1002.92881944,57.3263888889,142.291666667,0.976736111111,0.00224146143226,0.0,19.0286111111,0.0,1.0
2016-02-10,39893.0281576,2016-02-10,2016-02-11,81.7125,-0.784340277778,-3.54079861111,1000.51875,75.1909722222,262.1875,0.725347222222,0.00298030916385,0.0,15.7843402778,0.0,1.0
2016-02-11,50079.7104027,2016-02-11,2016-02-12,59.3534722222,-5.08888888889,-12.0010416667,1006.33159722,72.9618055556,317.413194444,2.94409722222,0.00162533044638,0.0,20.0888888889,0.0,1.0
2016-02-12,53357.6227679,2016-02-12,2016-02-13,48.6583333333,-8.3296875,-17.3263888889,1016.89201389,139.34375,277.430555556,1.83784722222,0.000990009905836,0.0,23.3296875,0.0,1.0
2016-02-13,58828.3115177,2016-02-13,2016-02-14,49.1225694444,-9.288125,-18.3758333333,1011.50868056,145.892361111,305.631944444,3.02222222222,0.000997856571528,0.0,24.288125,0.0,0.5
2016-02-14,,2016-02-14,2016-02-15,39.6572916667,-16.5465972222,-27.2352777778,1027.43368056,163.149305556,297.947916667,2.86458333333,0.000409179185901,0.0,31.5465972222,0.0,0.5
2016-02-15,,2016-02-15,2016-02-16,55.7927083333,-8.87006944444,-16.6119444444,1031.10798611,95.0451388889,211.465277778,0.878472222222,0.00123844734373,0.0,23.8700694444,0.0,0.6
2016-02-16,,2016-02-16,2016-02-17,91.2788194444,8.52326388889,7.12100694444,1008.42430556,52.0729166667,237.475694444,2.84756944444,0.00659058926784,0.537638888889,6.47673611111,1.5507254326e-05,0.983333333333
2016-02-17,32140.2400716,2016-02-17,2016-02-18,63.0850694444,4.14208333333,-2.48121527778,1010.33854167,158.947916667,311.600694444,2.07604166667,0.00315964364882,0.0,10.8579166667,0.0,1.0
2016-02-18,40482.6938329,2016-02-18,2016-02-19,50.2631944444,-0.681493055556,-10.0573263889,1025.134375,170.673611111,225.770833333,2.65104166667,0.00178698695185,0.0,15.6814930556,0.0,1.0
2016-02-19,,2016-02-19,2016-02-20,49.1996527778,-0.571006944444,-10.4161458333,1029.19270833,150.677083333,215.815972222,1.33854166667,0.00177076599605,0.0,15.5710069444,0.0,1.0
2016-02-20,24026.2886556,2016-02-20,2016-02-21,62.3232638889,9.45986111111,1.7921875,1009.86423611,129.003472222,227.652777778,2.39618055556,0.00431428038681,0.931458333333,5.72975694444,0.0,0.5
2016-02-21,23787.3567708,2016-02-21,2016-02-22,53.7027777778,9.47177083333,0.434930555556,1008.75138889,132.479166667,288.121527778,2.26875,0.00390582232447,0.0136111111111,5.52822916667,0.0,0.5
2016-02-22,,2016-02-22,2016-02-23,53.5840277778,3.63430555556,-5.08885416667,1018.20625,166.142361111,144.045138889,1.50729166667,0.00260730542324,0.0,11.3656944444,0.0,1.0
2016-02-23,34693.6743164,2016-02-23,2016-02-24,62.5670138889,0.679270833333,-5.85465277778,1027.95069444,86.1666666667,121.666666667,2.28402777778,0.00251489891695,0.0,14.3207291667,0.0,1.0
2016-02-24,29332.0849609,2016-02-24,2016-02-25,97.2142361111,5.88086805556,5.46871527778,1013.44201389,27.7326388889,94.2777777778,1.71319444444,0.00574125273777,0.381944444444,9.25107638889,0.00016794585474,1.0
2016-02-25,17831.5999349,2016-02-25,2016-02-26,79.0378472222,13.096875,9.38204861111,988.419444444,105.53125,237.170138889,3.44652777778,0.00780363463215,2.53756944444,2.58420138889,0.000703924902844,1.0
2016-02-26,31103.6465115,2016-02-26,2016-02-27,42.8256944444,1.54253472222,-10.4191319444,1002.68819444,184.881944444,297.78125,3.62881944444,0.00187864743885,0.0,13.4574652778,0.0,1.0
2016-02-27,33257.4106174,2016-02-27,2016-02-28,39.7666666667,-0.560868055556,-12.8298611111,1013.25520833,183.319444444,268.368055556,1.64861111111,0.00143616982122,0.0,15.5608680556,0.0,0.5
2016-02-28,21615.3507487,2016-02-28,2016-02-29,46.5708333333,8.25864583333,-2.77041666667,1007.56458333,148.440972222,246.159722222,1.63819444444,0.00312137715919,0.569166666667,6.77802083333,0.0,0.5
