0,,kBtu/h,kBtu/h
5114,8/2/2002 2:00:00 AM,0,-0.9898547
5115,8/2/2002 3:00:00 AM,0,-1.070275
5116,8/2/2002 4:00:00 AM,0,-1.079538
5117,8/2/2002 5:00:00 AM,0,-1.069312
5118,8/2/2002 6:00:00 AM,0,-1.075822
5119,8/2/2002 7:00:00 AM,0,-0.9441518
5120,8/2/2002 8:00:00 AM,-2.617311,-3.594589
5121,8/2/2002 9:00:00 AM,-10.98608,-11.41121
5122,8/2/2002 10:00:00 AM,-5.808421,-6.421423
5123,8/2/2002 11:00:00 AM,0,-0.5017317
5124,8/2/2002 12:00:00 PM,0,-0.383409
5125,8/2/2002 1:00:00 PM,0,-0.3776073
5126,8/2/2002 2:00:00 PM,0,-0.4104326
5127,8/2/2002 3:00:00 PM,0,-0.4226073
5128,8/2/2002 4:00:00 PM,0,-0.4360739
5129,8/2/2002 5:00:00 PM,0,-0.4617008
5130,8/2/2002 6:00:00 PM,-9.683934,-9.920422
5131,8/2/2002 7:00:00 PM,-9.128383,-9.554296
5132,8/2/2002 8:00:00 PM,-14.60452,-14.71286
5133,8/2/2002 9:00:00 PM,-12.84464,-13.30284
5134,8/2/2002 10:00:00 PM,-12.22431,-12.73585
5135,8/2/2002 11:00:00 PM,-11.59048,-12.13247
5136,8/3/2002,-4.874162,-5.654866
5137,8/3/2002 1:00:00 AM,0,-0.7457255
5138,8/3/2002 2:00:00 AM,0,-0.700395
5139,8/3/2002 3:00:00 AM,0,-0.6422769
5140,8/3/2002 4:00:00 AM,0,-0.5942008
5141,8/3/2002 5:00:00 AM,0,-0.5548419
5142,8/3/2002 6:00:00 AM,0,-0.5215099
5143,8/3/2002 7:00:00 AM,0,-0.5111327
5144,8/3/2002 8:00:00 AM,0,-0.5694285
5145,8/3/2002 9:00:00 AM,0,-0.6009941
5146,8/3/2002 10:00:00 AM,-10.63214,-10.95008
5147,8/3/2002 11:00:00 AM,-13.76492,-13.87623
5148,8/3/2002 12:00:00 PM,-16.60529,-16.48131
5149,8/3/2002 1:00:00 PM,-18.30443,-18.11806
5150,8/3/2002 2:00:00 PM,-19.1789,-19.00221
5151,8/3/2002 3:00:00 PM,-19.38812,-19.21346
5152,8/3/2002 4:00:00 PM,-19.08444,-18.8962
5153,8/3/2002 5:00:00 PM,-18.67445,-18.48237
5154,8/3/2002 6:00:00 PM,-18.50508,-18.30158
5155,8/3/2002 7:00:00 PM,-18.02817,-17.93702
5156,8/3/2002 8:00:00 PM,-16.98912,-17.05414
5157,8/3/2002 9:00:00 PM,-16.378,-16.59944
5158,8/3/2002 10:00:00 PM,0,-0.6212426
5159,8/3/2002 11:00:00 PM,0,-0.7162771
5160,8/4/2002,0,-0.7238719
5161,8/4/2002 1:00:00 AM,0,-0.7090423
5162,8/4/2002 2:00:00 AM,0,-0.7023092
5163,8/4/2002 3:00:00 AM,0,-0.6972567
5164,8/4/2002 4:00:00 AM,0,-0.6718056
5165,8/4/2002 5:00:00 AM,0,-0.6541158
5166,8/4/2002 6:00:00 AM,0,-0.6313826
5167,8/4/2002 7:00:00 AM,0,-0.5439497
5168,8/4/2002 8:00:00 AM,0,-0.4931159
5169,8/4/2002 9:00:00 AM,0,-0.4440474
5170,8/4/2002 10:00:00 AM,-13.75553,-13.65294
5171,8/4/2002 11:00:00 AM,-15.87989,-15.83333
5172,8/4/2002 12:00:00 PM,-17.79509,-17.6346
5173,8/4/2002 1:00:00 PM,-19.7753,-19.51222
5174,8/4/2002 2:00:00 PM,-21.10614,-20.74737
5175,8/4/2002 3:00:00 PM,-21.5575,-21.10176
5176,8/4/2002 4:00:00 PM,-20.99703,-20.59124
5177,8/4/2002 5:00:00 PM,-19.94011,-19.61987
5178,8/4/2002 6:00:00 PM,-18.94189,-18.71494
5179,8/4/2002 7:00:00 PM,-18.23322,-18.12511
5180,8/4/2002 8:00:00 PM,-17.30756,-17.33762
5181,8/4/2002 9:00:00 PM,-16.5825,-16.74261
5182,8/4/2002 10:00:00 PM,0,-0.5368518
5183,8/4/2002 11:00:00 PM,0,-0.6327718
5184,8/5/2002,0,-0.6304419
5185,8/5/2002 1:00:00 AM,0,-0.6062197
5186,8/5/2002 2:00:00 AM,0,-0.6006796
5187,8/5/2002 3:00:00 AM,0,-0.6012092
5188,8/5/2002 4:00:00 AM,0,-0.5758886
5189,8/5/2002 5:00:00 AM,0,-0.5433546
5190,8/5/2002 6:00:00 AM,0,-0.5232585
5191,8/5/2002 7:00:00 AM,0,-0.4578129
5192,8/5/2002 8:00:00 AM,-6.431304,-6.884373
5193,8/5/2002 9:00:00 AM,-13.62147,-13.56199
5194,8/5/2002 10:00:00 AM,-7.819042,-8.054995
5195,8/5/2002 11:00:00 AM,0,-0.2252846
5196,8/5/2002 12:00:00 PM,0,-0.126201
5197,8/5/2002 1:00:00 PM,0,-0.2010979
5198,8/5/2002 2:00:00 PM,0,-0.3136697
5199,8/5/2002 3:00:00 PM,0,-0.4027918
5200,8/5/2002 4:00:00 PM,0,-0.4227238
5201,8/5/2002 5:00:00 PM,0,-0.4209002
5202,8/5/2002 6:00:00 PM,-8.762182,-8.961161
5203,8/5/2002 7:00:00 PM,-8.741877,-9.038679
5204,8/5/2002 8:00:00 PM,-13.99473,-13.90104
5205,8/5/2002 9:00:00 PM,-12.55994,-12.72493
5206,8/5/2002 10:00:00 PM,-11.88461,-12.06605
5207,8/5/2002 11:00:00 PM,-11.41167,-11.59314
5208,8/6/2002,-5.867788,-6.254958
5209,8/6/2002 1:00:00 AM,0,-0.3729398
5210,8/6/2002 2:00:00 AM,0,-0.3210076
5211,8/6/2002 3:00:00 AM,0,-0.2632181
5212,8/6/2002 4:00:00 AM,0,-0.2440837
5213,8/6/2002 5:00:00 AM,0,-0.2298785
5214,8/6/2002 6:00:00 AM,0,-0.2248712
5215,8/6/2002 7:00:00 AM,0,-0.2085697
5216,8/6/2002 8:00:00 AM,-3.626281,-3.985366
5217,8/6/2002 9:00:00 AM,-11.343,-11.28692
5218,8/6/2002 10:00:00 AM,-5.19243,-5.533702
5219,8/6/2002 11:00:00 AM,0,-0.3780872
5220,8/6/2002 12:00:00 PM,0,-0.3782073
5221,8/6/2002 1:00:00 PM,0,-0.3400274
5222,8/6/2002 2:00:00 PM,0,-0.2821814
5223,8/6/2002 3:00:00 PM,0,-0.2313503
5224,8/6/2002 4:00:00 PM,0,-0.2519937
5225,8/6/2002 5:00:00 PM,0,-0.3042252
5226,8/6/2002 6:00:00 PM,-11.02895,-10.96795
5227,8/6/2002 7:00:00 PM,-10.29299,-10.44642
5228,8/6/2002 8:00:00 PM,-15.8103,-15.61271
5229,8/6/2002 9:00:00 PM,-14.00201,-14.10956
5230,8/6/2002 10:00:00 PM,-13.49678,-13.62865
5231,8/6/2002 11:00:00 PM,-12.96729,-13.11041
5232,8/7/2002,-7.029694,-7.393738
5233,8/7/2002 1:00:00 AM,0,-0.3948417
5234,8/7/2002 2:00:00 AM,0,-0.3805992
5235,8/7/2002 3:00:00 AM,0,-0.3450118
5236,8/7/2002 4:00:00 AM,0,-0.3384044
5237,8/7/2002 5:00:00 AM,0,-0.3330155
5238,8/7/2002 6:00:00 AM,0,-0.3376899
5239,8/7/2002 7:00:00 AM,0,-0.2830693
5240,8/7/2002 8:00:00 AM,-5.213367,-5.556153
5241,8/7/2002 9:00:00 AM,-13.1287,-12.98434
5242,8/7/2002 10:00:00 AM,-7.98377,-8.139457
5243,8/7/2002 11:00:00 AM,0,-0.189377
5244,8/7/2002 12:00:00 PM,0,-0.164633
5245,8/7/2002 1:00:00 PM,0,-0.1758109
5246,8/7/2002 2:00:00 PM,0,-0.1910491
5247,8/7/2002 3:00:00 PM,0,-0.195721
5248,8/7/2002 4:00:00 PM,0,-0.2334123
5249,8/7/2002 5:00:00 PM,0,-0.2785446
5250,8/7/2002 6:00:00 PM,-15.26155,-14.72463
5251,8/7/2002 7:00:00 PM,-14.75102,-14.66948
5252,8/7/2002 8:00:00 PM,-19.79223,-19.42704
5253,8/7/2002 9:00:00 PM,-17.50035,-17.47095
5254,8/7/2002 10:00:00 PM,-16.60181,-16.63938
5255,8/7/2002 11:00:00 PM,-15.78409,-15.8697
5256,8/8/2002,-9.378401,-9.740681
5257,8/8/2002 1:00:00 AM,0,-0.490361
5258,8/8/2002 2:00:00 AM,0,-0.520875
5259,8/8/2002 3:00:00 AM,0,-0.5214425
5260,8/8/2002 4:00:00 AM,0,-0.5009882
5261,8/8/2002 5:00:00 AM,0,-0.4629321
5262,8/8/2002 6:00:00 AM,0,-0.435234
5263,8/8/2002 7:00:00 AM,0,-0.3461689
5264,8/8/2002 8:00:00 AM,-8.077293,-8.315937
5265,8/8/2002 9:00:00 AM,-15.52697,-15.21176
5266,8/8/2002 10:00:00 AM,-9.779444,-9.79395
5267,8/8/2002 11:00:00 AM,0,-9.984723E-02
5268,8/8/2002 12:00:00 PM,0,-9.915666E-02
5269,8/8/2002 1:00:00 PM,0,-7.916997E-02
5270,8/8/2002 2:00:00 PM,0,-6.973282E-02
5271,8/8/2002 3:00:00 PM,0,-5.057171E-02
5272,8/8/2002 4:00:00 PM,0,-0.1006537
5273,8/8/2002 5:00:00 PM,0,-0.141231
5274,8/8/2002 6:00:00 PM,-18.36115,-17.51519
5275,8/8/2002 7:00:00 PM,-17.88558,-17.5919
5276,8/8/2002 8:00:00 PM,-21.91776,-21.45514
5277,8/8/2002 9:00:00 PM,-19.4066,-19.37398
5278,8/8/2002 10:00:00 PM,-18.39548,-18.44201
5279,8/8/2002 11:00:00 PM,-17.40114,-17.48995
5280,8/9/2002,-9.779655,-10.14101
5281,8/9/2002 1:00:00 AM,0,-0.5238405
5282,8/9/2002 2:00:00 AM,0,-0.5668057
5283,8/9/2002 3:00:00 AM,0,-0.5767924
5284,8/9/2002 4:00:00 AM,0,-0.570242
5285,8/9/2002 5:00:00 AM,0,-0.5654086
5286,8/9/2002 6:00:00 AM,0,-0.5536575
5287,8/9/2002 7:00:00 AM,0,-0.495877
5288,8/9/2002 8:00:00 AM,-9.056646,-9.42218
5289,8/9/2002 9:00:00 AM,-16.74448,-16.68317
5290,8/9/2002 10:00:00 AM,-11.61561,-11.73574
5291,8/9/2002 11:00:00 AM,0,-0.2655533
5292,8/9/2002 12:00:00 PM,0,-0.3154579
5293,8/9/2002 1:00:00 PM,0,-0.3590054
5294,8/9/2002 2:00:00 PM,0,-0.3855719
5295,8/9/2002 3:00:00 PM,0,-0.39078
5296,8/9/2002 4:00:00 PM,0,-0.3621335
5297,8/9/2002 5:00:00 PM,0,-0.3057214
5298,8/9/2002 6:00:00 PM,-22.17977,-21.21977
5299,8/9/2002 7:00:00 PM,-21.42339,-21.09908
5300,8/9/2002 8:00:00 PM,-25.6179,-25.24022
5301,8/9/2002 9:00:00 PM,-22.34772,-22.39585
5302,8/9/2002 10:00:00 PM,-20.96117,-21.10288
5303,8/9/2002 11:00:00 PM,-19.85308,-20.03366
5304,8/10/2002,-11.52345,-11.97408
5305,8/10/2002 1:00:00 AM,0,-0.6721987
5306,8/10/2002 2:00:00 AM,0,-0.720013
5307,8/10/2002 3:00:00 AM,0,-0.7189642
5308,8/10/2002 4:00:00 AM,0,-0.7027348
5309,8/10/2002 5:00:00 AM,0,-0.6966055
5310,8/10/2002 6:00:00 AM,0,-0.6804625
5311,8/10/2002 7:00:00 AM,0,-0.6180225
5312,8/10/2002 8:00:00 AM,0,-0.6142526
5313,8/10/2002 9:00:00 AM,0,-0.5945504
5314,8/10/2002 10:00:00 AM,-17.1529,-16.93395
5315,8/10/2002 11:00:00 AM,-20.78196,-20.63606
5316,8/10/2002 12:00:00 PM,-24.06137,-23.74623
5317,8/10/2002 1:00:00 PM,-25.81179,-25.35851
5318,8/10/2002 2:00:00 PM,-26.46733,-25.89978
5319,8/10/2002 3:00:00 PM,-26.60547,-25.91461
5320,8/10/2002 4:00:00 PM,-25.93832,-25.26674
5321,8/10/2002 5:00:00 PM,-24.6783,-24.07346
5322,8/10/2002 6:00:00 PM,-23.82813,-23.28963
5323,8/10/2002 7:00:00 PM,-23.00293,-22.62254
5324,8/10/2002 8:00:00 PM,-21.81406,-21.60984
5325,8/10/2002 9:00:00 PM,-20.98418,-20.96451
5326,8/10/2002 10:00:00 PM,0,-0.4808537
5327,8/10/2002 11:00:00 PM,0,-0.671981
5328,8/11/2002,0,-0.7170681
5329,8/11/2002 1:00:00 AM,0,-0.6909196
5330,8/11/2002 2:00:00 AM,0,-0.6828131
5331,8/11/2002 3:00:00 AM,0,-0.6682455
5332,8/11/2002 4:00:00 AM,0,-0.6507915
5333,8/11/2002 5:00:00 AM,0,-0.6419286
5334,8/11/2002 6:00:00 AM,0,-0.6289296
5335,8/11/2002 7:00:00 AM,0,-0.5463849
5336,8/11/2002 8:00:00 AM,0,-0.5160884
5337,8/11/2002 9:00:00 AM,0,-0.4620801
5338,8/11/2002 10:00:00 AM,-19.29136,-18.81219
5339,8/11/2002 11:00:00 AM,-23.76685,-23.27871
5340,8/11/2002 12:00:00 PM,-25.55768,-24.9021
5341,8/11/2002 1:00:00 PM,-26.66318,-25.89678
5342,8/11/2002 2:00:00 PM,-27.0582,-26.21258
5343,8/11/2002 3:00:00 PM,-27.14451,-26.22012
5344,8/11/2002 4:00:00 PM,-27.1378,-26.2512
5345,8/11/2002 5:00:00 PM,-26.50887,-25.68597
5346,8/11/2002 6:00:00 PM,-25.62988,-24.87982
5347,8/11/2002 7:00:00 PM,-24.26918,-23.68676
5348,8/11/2002 8:00:00 PM,-23.41006,-23.01282
5349,8/11/2002 9:00:00 PM,-22.29552,-22.0924
5350,8/11/2002 10:00:00 PM,0,-0.3675851
5351,8/11/2002 11:00:00 PM,0,-0.6448287
5352,8/12/2002,0,-0.8033993
5353,8/12/2002 1:00:00 AM,0,-0.7860946
5354,8/12/2002 2:00:00 AM,0,-0.7092652
5355,8/12/2002 3:00:00 AM,0,-0.6590618
5356,8/12/2002 4:00:00 AM,0,-0.6405147
5357,8/12/2002 5:00:00 AM,0,-0.6107287
5358,8/12/2002 6:00:00 AM,0,-0.5780518
5359,8/12/2002 7:00:00 AM,0,-0.4504852
5360,8/12/2002 8:00:00 AM,-10.46396,-10.64809
5361,8/12/2002 9:00:00 AM,-18.9199,-18.53455
5362,8/12/2002 10:00:00 AM,-12.80591,-12.73412
5363,8/12/2002 11:00:00 AM,0,-9.060496E-02
5364,8/12/2002 12:00:00 PM,0,-0.1425902
5365,8/12/2002 1:00:00 PM,0,-0.1876915
5366,8/12/2002 2:00:00 PM,0,-0.2159508
5367,8/12/2002 3:00:00 PM,0,-0.2177548
5368,8/12/2002 4:00:00 PM,0,-0.3513371
5369,8/12/2002 5:00:00 PM,0,-0.4938499
5370,8/12/2002 6:00:00 PM,-19.03631,-18.66575
5371,8/12/2002 7:00:00 PM,-18.12766,-18.22906
5372,8/12/2002 8:00:00 PM,-23.57234,-23.25919
5373,8/12/2002 9:00:00 PM,-20.15814,-20.16931
5374,8/12/2002 10:00:00 PM,-18.97065,-19.04107
5375,8/12/2002 11:00:00 PM,-17.83415,-17.96916
5376,8/13/2002,-10.32805,-10.75794
5377,8/13/2002 1:00:00 AM,0,-0.558741
5378,8/13/2002 2:00:00 AM,0,-0.5715425
5379,8/13/2002 3:00:00 AM,0,-0.5650273
5380,8/13/2002 4:00:00 AM,0,-0.5494907
5381,8/13/2002 5:00:00 AM,0,-0.5440722
5382,8/13/2002 6:00:00 AM,0,-0.5328395
5383,8/13/2002 7:00:00 AM,0,-0.4652022
5384,8/13/2002 8:00:00 AM,-5.836908,-6.305959
5385,8/13/2002 9:00:00 AM,-13.54196,-13.50622
5386,8/13/2002 10:00:00 AM,-6.939201,-7.271831
5387,8/13/2002 11:00:00 AM,0,-0.3543713
5388,8/13/2002 12:00:00 PM,0,-0.2830845
5389,8/13/2002 1:00:00 PM,0,-0.2743071
5390,8/13/2002 2:00:00 PM,0,-0.2984587
5391,8/13/2002 3:00:00 PM,0,-0.2562646
5392,8/13/2002 4:00:00 PM,0,-0.3018545
5393,8/13/2002 5:00:00 PM,0,-0.3857238
5394,8/13/2002 6:00:00 PM,-4.570298,-5.056523
5395,8/13/2002 7:00:00 PM,-4.50502,-5.061964
5396,8/13/2002 8:00:00 PM,-9.67251,-9.88213
5397,8/13/2002 9:00:00 PM,-9.118935,-9.566373
5398,8/13/2002 10:00:00 PM,-8.635144,-9.062366
5399,8/13/2002 11:00:00 PM,-8.714295,-9.083151
5400,8/14/2002,-2.275854,-2.7935
5401,8/14/2002 1:00:00 AM,0,-0.3879523
5402,8/14/2002 2:00:00 AM,0,-0.329284
5403,8/14/2002 3:00:00 AM,0,-0.2688868
5404,8/14/2002 4:00:00 AM,0,-0.2547992
5405,8/14/2002 5:00:00 AM,0,-0.2578595
5406,8/14/2002 6:00:00 AM,0,-0.2491844
5407,8/14/2002 7:00:00 AM,0,-0.2369377
5408,8/14/2002 8:00:00 AM,-0.3460458,-0.8625753
5409,8/14/2002 9:00:00 AM,-6.548982,-6.799519
5410,8/14/2002 10:00:00 AM,-1.484449,-2.028952
5411,8/14/2002 11:00:00 AM,0,-0.3965409
5412,8/14/2002 12:00:00 PM,0,-0.3381136
5413,8/14/2002 1:00:00 PM,0,-0.3238729
5414,8/14/2002 2:00:00 PM,0,-0.3195232
5415,8/14/2002 3:00:00 PM,0,-0.277133
5416,8/14/2002 4:00:00 PM,0,-0.2619915
5417,8/14/2002 5:00:00 PM,0,-0.2847164
5418,8/14/2002 6:00:00 PM,-1.012952,-1.511262
5419,8/14/2002 7:00:00 PM,-1.611804,-2.146726
5420,8/14/2002 8:00:00 PM,-6.990868,-7.162645
5421,8/14/2002 9:00:00 PM,-7.173397,-7.501972
5422,8/14/2002 10:00:00 PM,-6.730927,-7.057858
5423,8/14/2002 11:00:00 PM,-6.425837,-6.76556
5424,8/15/2002,-6.258892E-02,-0.5819386
5425,8/15/2002 1:00:00 AM,0,-0.3275972
5426,8/15/2002 2:00:00 AM,0,-0.2529624
5427,8/15/2002 3:00:00 AM,0,-0.2205236
5428,8/15/2002 4:00:00 AM,0,-0.2244861
5429,8/15/2002 5:00:00 AM,0,-0.2398484
5430,8/15/2002 6:00:00 AM,0,-0.247309
5431,8/15/2002 7:00:00 AM,0,-0.2417638
5432,8/15/2002 8:00:00 AM,0,-0.4997032
5433,8/15/2002 9:00:00 AM,-4.32419,-4.742603
5434,8/15/2002 10:00:00 AM,-0.4919216,-1.075677
5435,8/15/2002 11:00:00 AM,0,-0.3898021
5436,8/15/2002 12:00:00 PM,0,-0.3299222
5437,8/15/2002 1:00:00 PM,0,-0.356825
5438,8/15/2002 2:00:00 PM,0,-0.4092342
5439,8/15/2002 3:00:00 PM,0,-0.453803
5440,8/15/2002 4:00:00 PM,0,-0.469113
5441,8/15/2002 5:00:00 PM,0,-0.4528065
5442,8/15/2002 6:00:00 PM,-2.247851,-2.872965
5443,8/15/2002 7:00:00 PM,-3.222403,-3.86161
5444,8/15/2002 8:00:00 PM,-8.053061,-8.321239
5445,8/15/2002 9:00:00 PM,-8.55012,-8.980878
5446,8/15/2002 10:00:00 PM,-8.000844,-8.438095
5447,8/15/2002 11:00:00 PM,-7.594042,-8.046539
5448,8/16/2002,-2.664746,-3.329048
5449,8/16/2002 1:00:00 AM,0,-0.5099366
5450,8/16/2002 2:00:00 AM,0,-0.4161469
5451,8/16/2002 3:00:00 AM,0,-0.3675385
5452,8/16/2002 4:00:00 AM,0,-0.3525822
5453,8/16/2002 5:00:00 AM,0,-0.3429828
5454,8/16/2002 6:00:00 AM,0,-0.3170113
5455,8/16/2002 7:00:00 AM,0,-0.291723
5456,8/16/2002 8:00:00 AM,-0.4211163,-1.00706
5457,8/16/2002 9:00:00 AM,-7.78764,-8.098736
5458,8/16/2002 10:00:00 AM,-3.077264,-3.629612
5459,8/16/2002 11:00:00 AM,0,-0.4051757
5460,8/16/2002 12:00:00 PM,0,-0.3143133
5461,8/16/2002 1:00:00 PM,0,-0.3307374
5462,8/16/2002 2:00:00 PM,0,-0.3700823
5463,8/16/2002 3:00:00 PM,0,-0.3894356
5464,8/16/2002 4:00:00 PM,0,-0.4306365
5465,8/16/2002 5:00:00 PM,0,-0.4613194
5466,8/16/2002 6:00:00 PM,-6.734223,-7.154834
5467,8/16/2002 7:00:00 PM,-7.187202,-7.661064
5468,8/16/2002 8:00:00 PM,-12.94151,-13.0331
5469,8/16/2002 9:00:00 PM,-11.59247,-11.89522
5470,8/16/2002 10:00:00 PM,-11.17752,-11.4987
5471,8/16/2002 11:00:00 PM,-10.71781,-11.05377
5472,8/17/2002,-5.518037,-6.068552
5473,8/17/2002 1:00:00 AM,0,-0.5366939
5474,8/17/2002 2:00:00 AM,0,-0.50116
5475,8/17/2002 3:00:00 AM,0,-0.4578716
5476,8/17/2002 4:00:00 AM,0,-0.4281914
5477,8/17/2002 5:00:00 AM,0,-0.4015633
5478,8/17/2002 6:00:00 AM,0,-0.3700534
5479,8/17/2002 7:00:00 AM,0,-0.3296279
5480,8/17/2002 8:00:00 AM,0,-0.3723753
5481,8/17/2002 9:00:00 AM,0,-0.3897101
5482,8/17/2002 10:00:00 AM,-9.166381,-9.359784
5483,8/17/2002 11:00:00 AM,-10.80073,-10.91994
5484,8/17/2002 12:00:00 PM,-12.22194,-12.24322
5485,8/17/2002 1:00:00 PM,-14.52439,-14.43898
5486,8/17/2002 2:00:00 PM,-16.79359,-16.58467
5487,8/17/2002 3:00:00 PM,-18.13514,-17.81392
5488,8/17/2002 4:00:00 PM,-17.74992,-17.43439
5489,8/17/2002 5:00:00 PM,-16.87225,-16.58969
5490,8/17/2002 6:00:00 PM,-16.27309,-16.03128
5491,8/17/2002 7:00:00 PM,-15.66025,-15.5489
5492,8/17/2002 8:00:00 PM,-14.89822,-14.95767
5493,8/17/2002 9:00:00 PM,-14.45467,-14.67659
5494,8/17/2002 10:00:00 PM,0,-0.5706947
5495,8/17/2002 11:00:00 PM,0,-0.6664443
5496,8/18/2002,0,-0.6658956
5497,8/18/2002 1:00:00 AM,0,-0.6180703
5498,8/18/2002 2:00:00 AM,0,-0.5838006
5499,8/18/2002 3:00:00 AM,0,-0.5617126
5500,8/18/2002 4:00:00 AM,0,-0.5574909
5501,8/18/2002 5:00:00 AM,0,-0.5644411
5502,8/18/2002 6:00:00 AM,0,-0.5618564
5503,8/18/2002 7:00:00 AM,0,-0.5047632
5504,8/18/2002 8:00:00 AM,0,-0.4885222
5505,8/18/2002 9:00:00 AM,0,-0.4568071
5506,8/18/2002 10:00:00 AM,-9.834178,-10.04744
5507,8/18/2002 11:00:00 AM,-11.53938,-11.65188
5508,8/18/2002 12:00:00 PM,-13.10393,-13.09043
5509,8/18/2002 1:00:00 PM,-15.21137,-15.08507
5510,8/18/2002 2:00:00 PM,-17.20353,-16.96651
5511,8/18/2002 3:00:00 PM,-18.31118,-17.96461
5512,8/18/2002 4:00:00 PM,-17.70602,-17.37882
5513,8/18/2002 5:00:00 PM,-16.78422,-16.53031
5514,8/18/2002 6:00:00 PM,-15.99623,-15.80838
5515,8/18/2002 7:00:00 PM,-15.23172,-15.16426
5516,8/18/2002 8:00:00 PM,-14.61899,-14.67904
5517,8/18/2002 9:00:00 PM,-14.05602,-14.25195
5518,8/18/2002 10:00:00 PM,0,-0.513511
5519,8/18/2002 11:00:00 PM,0,-0.6027099
5520,8/19/2002,0,-0.5946889
5521,8/19/2002 1:00:00 AM,0,-0.5531071
5522,8/19/2002 2:00:00 AM,0,-0.5211029
5523,8/19/2002 3:00:00 AM,0,-0.5045011
5524,8/19/2002 4:00:00 AM,0,-0.4754908
5525,8/19/2002 5:00:00 AM,0,-0.457414
5526,8/19/2002 6:00:00 AM,0,-0.433842
5527,8/19/2002 7:00:00 AM,0,-0.3773486
5528,8/19/2002 8:00:00 AM,-3.898546,-4.414136
5529,8/19/2002 9:00:00 AM,-11.57119,-11.63117
5530,8/19/2002 10:00:00 AM,-6.365804,-6.773512
5531,8/19/2002 11:00:00 AM,0,-0.4302297
5532,8/19/2002 12:00:00 PM,0,-0.4156095
5533,8/19/2002 1:00:00 PM,0,-0.3912724
5534,8/19/2002 2:00:00 PM,0,-0.3752941
5535,8/19/2002 3:00:00 PM,0,-0.3263472
5536,8/19/2002 4:00:00 PM,0,-0.3647548
5537,8/19/2002 5:00:00 PM,0,-0.401111
5538,8/19/2002 6:00:00 PM,-8.609915,-8.853554
5539,8/19/2002 7:00:00 PM,-8.347313,-8.706394
5540,8/19/2002 8:00:00 PM,-14.5255,-14.48614
5541,8/19/2002 9:00:00 PM,-12.98458,-13.21989
5542,8/19/2002 10:00:00 PM,-12.34812,-12.59387
5543,8/19/2002 11:00:00 PM,-11.83838,-12.08273
5544,8/20/2002,-6.19995,-6.652413
5545,8/20/2002 1:00:00 AM,0,-0.4548723
5546,8/20/2002 2:00:00 AM,0,-0.4183073
5547,8/20/2002 3:00:00 AM,0,-0.3726168
5548,8/20/2002 4:00:00 AM,0,-0.399491
5549,8/20/2002 5:00:00 AM,0,-0.4414621
5550,8/20/2002 6:00:00 AM,0,-0.4738959
5551,8/20/2002 7:00:00 AM,0,-0.4313564
5552,8/20/2002 8:00:00 AM,-3.291359,-3.883453
5553,8/20/2002 9:00:00 AM,-10.50369,-10.66634
5554,8/20/2002 10:00:00 AM,-5.254459,-5.748857
5555,8/20/2002 11:00:00 AM,0,-0.5016016
5556,8/20/2002 12:00:00 PM,0,-0.477632
5557,8/20/2002 1:00:00 PM,0,-0.4232064
5558,8/20/2002 2:00:00 PM,0,-0.3585291
5559,8/20/2002 3:00:00 PM,0,-0.2848592
5560,8/20/2002 4:00:00 PM,0,-0.335665
5561,8/20/2002 5:00:00 PM,0,-0.3945247
5562,8/20/2002 6:00:00 PM,-8.793249,-9.013988
5563,8/20/2002 7:00:00 PM,-8.778423,-9.154779
5564,8/20/2002 8:00:00 PM,-14.12025,-14.15527
5565,8/20/2002 9:00:00 PM,-12.09946,-12.43736
5566,8/20/2002 10:00:00 PM,-11.60191,-11.99237
5567,8/20/2002 11:00:00 PM,-11.117,-11.55449
5568,8/21/2002,-4.017428,-4.70561
5569,8/21/2002 1:00:00 AM,0,-0.6577297
5570,8/21/2002 2:00:00 AM,0,-0.6222026
5571,8/21/2002 3:00:00 AM,0,-0.5825601
5572,8/21/2002 4:00:00 AM,0,-0.5935133
5573,8/21/2002 5:00:00 AM,0,-0.6725093
5574,8/21/2002 6:00:00 AM,0,-0.7399468
5575,8/21/2002 7:00:00 AM,0,-0.6896687
5576,8/21/2002 8:00:00 AM,0,-0.9079188
5577,8/21/2002 9:00:00 AM,-3.22171,-4.073147
5578,8/21/2002 10:00:00 AM,-0.8152698,-1.642127
5579,8/21/2002 11:00:00 AM,0,-0.4622006
5580,8/21/2002 12:00:00 PM,0,-0.22325
5581,8/21/2002 1:00:00 PM,0,-0.1753464
5582,8/21/2002 2:00:00 PM,0,-0.1633294
5583,8/21/2002 3:00:00 PM,0,-0.144666
5584,8/21/2002 4:00:00 PM,0,-0.2013036
5585,8/21/2002 5:00:00 PM,0,-0.2458402
5586,8/21/2002 6:00:00 PM,-6.457557,-6.732144
5587,8/21/2002 7:00:00 PM,-6.517488,-6.88747
5588,8/21/2002 8:00:00 PM,-11.3782,-11.45458
5589,8/21/2002 9:00:00 PM,-10.26181,-10.63553
5590,8/21/2002 10:00:00 PM,-9.782664,-10.2324
5591,8/21/2002 11:00:00 PM,-9.368066,-9.867841
5592,8/22/2002,-3.26557,-4.024216
5593,8/22/2002 1:00:00 AM,0,-0.6897103
5594,8/22/2002 2:00:00 AM,0,-0.6436505
5595,8/22/2002 3:00:00 AM,0,-0.614632
5596,8/22/2002 4:00:00 AM,0,-0.6064803
5597,8/22/2002 5:00:00 AM,0,-0.5943921
